title,label,filtered_title,emo_label
"Black Agenda Radio for Week of Nov. 7, 2016",FAKE,"Black Agenda Radio Week Nov. 7 , 2016",neutral
Juror in Oregon militia trial dismissed for bias: judge,FAKE,Juror Oregon militia trial dismissed bias : judge,neutral
An Angry John Podesta Issues A Statement On “Reopening” Of FBI Probe,FAKE,Angry John Podesta Issues Statement “ Reopening ” FBI Probe,anger
300 US Marines To Be Deployed To Russian Border In Norway,FAKE,300 US Marines Deployed Russian Border Norway,neutral
"Jordanian fighter jets strike hard at ISIS, pay tribute to murdered pilot",REAL,"Jordanian fighter jets strike hard ISIS , pay tribute murdered pilot",sadness
ISIS shoots down Russian helicopter near Palmyra (VIDEO+PHOTOS),FAKE,ISIS shoots Russian helicopter near Palmyra ( VIDEO+PHOTOS ),anger
The Sad Evolution Of Education Summed Up By One Meme,FAKE,Sad Evolution Education Summed One Meme,sadness
Obama Plans to Press Ahead With Guantanamo Bay Closure,REAL,Obama Plans Press Ahead Guantanamo Bay Closure,neutral
German Defense Minister warns Donald Trump to stay away from Russia and commit full to NATO,FAKE,German Defense Minister warns Donald Trump stay away Russia commit full NATO,fear
Netanyahu walks back Palestinian state comment,REAL,Netanyahu walks back Palestinian state comment,neutral
Trump Votes Are Being Flipped To Clinton,FAKE,Trump Votes Flipped Clinton,neutral
Angela Merkel to Visit White House on Feb. 9,REAL,Angela Merkel Visit White House Feb. 9,neutral
Will Nancy Pelosi miss John Boehner? Depends.,REAL,Nancy Pelosi miss John Boehner ? Depends .,sadness
War is eminent,FAKE,War eminent,neutral
Why Obama Has His Work Cut Out For Him On Getting Trade Votes,REAL,Obama Work Cut Getting Trade Votes,neutral
Women Should Vote With Their Husbands,FAKE,Women Vote Husbands,neutral
"Trump won’t commit to accepting election results, at fiery final debate with Clinton",REAL,"Trump ’ commit accepting election results , fiery final debate Clinton",anger
What do Americans really think about abortion? The answer may surprise you.,REAL,Americans really think abortion ? answer may surprise .,surprise
"They Said What?!: Find Out What Reba McEntire, Whoopi Goldberg, And Pope Francis Have To Say",FAKE,"Said ? ! : Find Reba McEntire , Whoopi Goldberg , Pope Francis Say",neutral
Was California The Last Weekend At Bernie's House Of Hope?,REAL,California Last Weekend Bernie 's House Hope ?,neutral
Media Roll Out Welcome Mat for ‘Humanitarian’ War in Syria,FAKE,Media Roll Welcome Mat ‘ Humanitarian ’ War Syria,fear
Nuclear weapons: how foreign hotspots could test Trump’s finger on the trigger,FAKE,Nuclear weapons : foreign hotspots could test Trump ’ finger trigger,fear
Milestone House Vote Would Take Health Care Away From Millions,REAL,Milestone House Vote Would Take Health Care Away Millions,neutral
"China, Russia, The Silk Road, Commodities, Nixon And A Massive Bull Market In Gold & Silver",FAKE,"China , Russia , Silk Road , Commodities , Nixon Massive Bull Market Gold & Silver",neutral
"Yes, Bernie Polls Better Against Trump Than Hillary—but There’s a Catch",REAL,"Yes , Bernie Polls Better Trump Hillary—but ’ Catch",neutral
EgyptAir crash: official dismisses claim that remains suggest blast,REAL,EgyptAir crash : official dismisses claim remains suggest blast,sadness
More anti-Trump action planned after second night of protests across US,REAL,anti-Trump action planned second night protests across US,anger
Twitter has been looking into the future: read the best 16 predictions,FAKE,Twitter looking future : read best 16 predictions,neutral
Powerful Photo Series Challenges Society’s Perception Of The Obese,FAKE,Powerful Photo Series Challenges Society ’ Perception Obese,neutral
"Trump suggests he might have prevented 9/11 attacks, extending feud with Bush",REAL,"Trump suggests might prevented 9/11 attacks , extending feud Bush",neutral
How far can campaigns go to win support from a Republican delegate?,REAL,far campaigns go win support Republican delegate ?,neutral
They’re already trying to steal 2016: Inside the GOP voting-rights scheme intended to derail democracy,REAL,’ already trying steal 2016 : Inside GOP voting-rights scheme intended derail democracy,neutral
The People Are Laughing at the Liberal Media,FAKE,People Laughing Liberal Media,joy
"Cruz eyes insurance via Obamacare, a law he vows to scrap (+video)",REAL,"Cruz eyes insurance via Obamacare , law vows scrap ( +video )",sadness
"On climate change, ideological and partisan polarization hardens",REAL,"climate change , ideological partisan polarization hardens",anger
#DraftOurDaughters: Pro-War Hillary Faces Backlash Over Female Draft,FAKE,# DraftOurDaughters : Pro-War Hillary Faces Backlash Female Draft,anger
Neither Bush nor Rubio is placing above 4th in Iowa or New Hampshire,REAL,Neither Bush Rubio placing 4th Iowa New Hampshire,neutral
From Berkeley to Kent State,FAKE,Berkeley Kent State,neutral
High Court Ruling Against Gay Marriage Would Produce 'Chaos',REAL,High Court Ruling Gay Marriage Would Produce 'Chaos ',fear
"Shift in Cuba politics boosts Obama, challenges Rubio",REAL,"Shift Cuba politics boosts Obama , challenges Rubio",neutral
"Giuliani, suggesting Trump may have ‘exaggerated’ in lewd comments, says, ‘talk and action are two different things’",REAL,"Giuliani , suggesting Trump may ‘ exaggerated ’ lewd comments , says , ‘ talk action two different things ’",neutral
Twenty Years of a Dictatorial Democracy     : Information,FAKE,Twenty Years Dictatorial Democracy : Information,neutral
"Decorated ‘Hero’ Cop Caught Using His Authority to Steal $170,000 in State Fees",FAKE,"Decorated ‘ Hero ’ Cop Caught Using Authority Steal $ 170,000 State Fees",anger
Cop Caught on His Own Body Camera Stealing Money From Unconscious Crash Victim,FAKE,Cop Caught Body Camera Stealing Money Unconscious Crash Victim,disgust
Scott Walker’s economic mess: How worker wages were gutted in Wisconsin,REAL,Scott Walker ’ economic mess : worker wages gutted Wisconsin,sadness
Clinton Aide Says Future WikiLeaks Releases Are 'Probably Fake',FAKE,Clinton Aide Says Future WikiLeaks Releases 'Probably Fake ',sadness
California slashes water use for upstate farmers,REAL,California slashes water use upstate farmers,anger
Re: French Political Leader: “France is about to Enter a Holy War with Islam” – “Embrace Christianity… Never Accept the Religion of Satan”,FAKE,: French Political Leader : “ France Enter Holy War Islam ” – “ Embrace Christianity… Never Accept Religion Satan ”,fear
Bernie Sanders is unleashing a plan to make prescription drugs cheaper,REAL,Bernie Sanders unleashing plan make prescription drugs cheaper,neutral
John Podesta’s New Global Order,FAKE,John Podesta ’ New Global Order,neutral
Hipster dog only likes 80s dog food that you can’t get any more,FAKE,Hipster dog likes 80s dog food ’ get,neutral
Press release on Foreign Minister Sergey Lavrov’s meeting with Namibian Deputy Prime Minister and Minister of International Relations and Cooperation Netumbo Nandi-Ndaitwah - Russia News Now,FAKE,Press release Foreign Minister Sergey Lavrov ’ meeting Namibian Deputy Prime Minister Minister International Relations Cooperation Netumbo Nandi-Ndaitwah - Russia News,neutral
Boehner 'baffled' by Israeli spying report,REAL,Boehner 'baffled ' Israeli spying report,anger
12 and 63-minute videos: Donald Trump connects to false flag targeting Muslims. Did you really think our ‘masters’ offer anything other than false choice between Left and Right arms of a .01% US rogue state?,FAKE,12 63-minute videos : Donald Trump connects false flag targeting Muslims . really think ‘ masters ’ offer anything false choice Left Right arms .01 % US rogue state ?,surprise
Tribute to the Last Honorable US Senator: The Story of Paul Wellstone’s Suspected Assassination,FAKE,Tribute Last Honorable US Senator : Story Paul Wellstone ’ Suspected Assassination,fear
There’s a good reason protesters at the University of Missouri didn’t want the media around,REAL,’ good reason protesters University Missouri ’ want media around,anger
Putin: Crimean Integration Into Russian Legal Framework Goes Forward,FAKE,Putin : Crimean Integration Russian Legal Framework Goes Forward,neutral
Comment on 10 Strange Facts About Our Presidents by tania de saram,FAKE,Comment 10 Strange Facts Presidents tania de saram,surprise
French Political Leader: “France is about to Enter a Holy War with Islam” – “Embrace Christianity… Never Accept the Religion of Satan”,FAKE,French Political Leader : “ France Enter Holy War Islam ” – “ Embrace Christianity… Never Accept Religion Satan ”,fear
Matt Bevin is the next governor of Kentucky. He has President Obama to thank.,REAL,Matt Bevin next governor Kentucky . President Obama thank .,neutral
"Fear of Trump sparking a surge in citizenship, voter applications",REAL,"Fear Trump sparking surge citizenship , voter applications",fear
Dr. Duke and Andrew Anglin discuss the most important vote and election of our lives!,FAKE,Dr. Duke Andrew Anglin discuss important vote election lives !,neutral
John Roberts helps overthrow the Constitution,REAL,John Roberts helps overthrow Constitution,anger
Poll gives Biden edge over Clinton against GOP candidates; VP meets with Trumka,REAL,Poll gives Biden edge Clinton GOP candidates ; VP meets Trumka,joy
UN’s Yemen Peace Plan Would Sideline Former President Hadi,FAKE,UN ’ Yemen Peace Plan Would Sideline Former President Hadi,fear
Pope Francis’ address to Congress: what it means for six Catholic lawmakers (+video),REAL,Pope Francis ’ address Congress : means six Catholic lawmakers ( +video ),neutral
Kasich: ‘My Republican Party doesn’t like ideas’,REAL,Kasich : ‘ Republican Party ’ like ideas ’,neutral
Experts Speechless! Countless People Miraculously Relieved of Serious Illness & Diseases-Must See!,FAKE,Experts Speechless ! Countless People Miraculously Relieved Serious Illness & Diseases-Must See !,fear
What does Rick Perry have?,REAL,Rick Perry ?,neutral
"Minnesota Man Arrested, Sentenced to 6-Months in Jail for Having a Windmill On His Property",FAKE,"Minnesota Man Arrested , Sentenced 6-Months Jail Windmill Property",sadness
"This is tyranny not democracy, says party with single MP",FAKE,"tyranny democracy , says party single MP",neutral
Re: DePaul: “Unborn Lives Matter” Posters Are Veiled Bigotry,FAKE,: DePaul : “ Unborn Lives Matter ” Posters Veiled Bigotry,neutral
Bill Clinton’s Lover: He Called Ruthless Hillary ‘The Warden’,FAKE,Bill Clinton ’ Lover : Called Ruthless Hillary ‘ Warden ’,fear
Did You Notice Anything Different In The MSM Lately?,FAKE,Notice Anything Different MSM Lately ?,neutral
BOMBSHELL: Hillary Clinton’s Leaked Audio Proves She Rigs Elections,FAKE,BOMBSHELL : Hillary Clinton ’ Leaked Audio Proves Rigs Elections,neutral
Rubio reignites Cuba debate with Senate hearing,REAL,Rubio reignites Cuba debate Senate hearing,fear
Lester Holt: presidential debate moderator and proven fact-checker,REAL,Lester Holt : presidential debate moderator proven fact-checker,neutral
Patriots Day 2015: Boston does not stand alone,REAL,Patriots Day 2015 : Boston stand alone,sadness
| Man whose son was killed by illegal immigrant files two suits against feds,FAKE,| Man whose son killed illegal immigrant files two suits feds,anger
Mitt Romney to give big speech on 2016 race. Joining #NeverTrump? (+video),REAL,Mitt Romney give big speech 2016 race . Joining # NeverTrump ? ( +video ),fear
Is there any way Obama can fill Supreme Court vacancy?,REAL,way Obama fill Supreme Court vacancy ?,neutral
"Saudi Arabia's King Abdullah was incremental reformer, US ally (+video)",REAL,"Saudi Arabia 's King Abdullah incremental reformer , US ally ( +video )",neutral
"Re: The U.S. Will Lose Global Reserve Status, Expect 80-90% Devaluation Of the U.S. Dollar",FAKE,": U.S. Lose Global Reserve Status , Expect 80-90 % Devaluation U.S. Dollar",sadness
How The Oligarchs Plan To Steal The Election,FAKE,Oligarchs Plan Steal Election,neutral
GOP insiders: It was a rough night for Ted Cruz,REAL,GOP insiders : rough night Ted Cruz,sadness
"Space Wars Likely In The Future As US, Russia Develop Satellite Weapons",FAKE,"Space Wars Likely Future US , Russia Develop Satellite Weapons",neutral
Donald Trump is blatantly racist — and the media is too scared to call him out on it,REAL,Donald Trump blatantly racist — media scared call,fear
Can Donald Trump recover from this?,REAL,Donald Trump recover ?,neutral
The She-Devil,FAKE,She-Devil,neutral
Can Hillary rebuild her campaign with an upbeat message? And will anyone even notice?,REAL,Hillary rebuild campaign upbeat message ? anyone even notice ?,surprise
The Democrats aren’t doomed: What I learned from Bernie delegates in Philadelphia,REAL,Democrats ’ doomed : learned Bernie delegates Philadelphia,sadness
The US Elections Do Matter But Not Necessary To Follow Them – Sheikh Imran Hosein,FAKE,US Elections Matter Necessary Follow – Sheikh Imran Hosein,neutral
Enrique Marquez: I got rifles for San Bernardino killer,REAL,Enrique Marquez : got rifles San Bernardino killer,neutral
Project Veritas: Scott Foval Reveals Who Was Really Behind the Romney 47% Video,FAKE,Project Veritas : Scott Foval Reveals Really Behind Romney 47 % Video,neutral
Donald Trump Begs Hillary Clinton Early Voters to Change Their Votes,FAKE,Donald Trump Begs Hillary Clinton Early Voters Change Votes,neutral
Family of Armed Robbery Suspect Outraged Pizza Hut Employee Shot & Killed Their Son,FAKE,Family Armed Robbery Suspect Outraged Pizza Hut Employee Shot & Killed Son,anger
Abortion bill dropped amid concerns of female GOP lawmakers,REAL,Abortion bill dropped amid concerns female GOP lawmakers,fear
'Racist and sexist’ complaints against Aussie lamb advert rejected,FAKE,'Racist sexist ’ complaints Aussie lamb advert rejected,disgust
Outsider campaigns seek inside track,REAL,Outsider campaigns seek inside track,neutral
Pentagon Seeks Another $6 Billion for Overseas Troop Deployments,FAKE,Pentagon Seeks Another $ 6 Billion Overseas Troop Deployments,neutral
The Most Interesting Chart In The World – Part 2,FAKE,Interesting Chart World – Part 2,surprise
"Spy Scandals, Globalism and the Betrayal of America",FAKE,"Spy Scandals , Globalism Betrayal America",disgust
John Oliver’s Smear Tactics Exposed As Establishment Propaganda,FAKE,John Oliver ’ Smear Tactics Exposed Establishment Propaganda,fear
Can Sanders' millennials switch to Clinton?,REAL,Sanders ' millennials switch Clinton ?,surprise
